index,content
44,i黑马讯 8月31消息，共享租车平台凹凸租车宣布完成C+轮融资，由上海国际集团旗下的上海国和现代服务业股权投资管理有限公司投资，泰合资本担任独家财务顾问。据凹凸租车方面透露，此轮融资将主要用于产品服务升级以及城市扩张。据了解，凹凸租车在2014年正式上线，以“车共享”方式为出租双方搭建了安全保障信息平台。私家车主通过共享闲置车辆获取每月3000元以上的额外经济收益，租客则能以低于传统租车30%-50%的价格租到心仪车辆。据凹凸租车方面介绍，目前，凹凸租车业务已覆盖北京、上海、广州、深圳、南京、杭州等40个城市，注册用户突破500万，注册车辆超过30万辆，车型逾万款，市场份额超过70%。此外，针对共享租车模式及用车风险，凹凸租车与中国太平洋保险达成合作，并由后者独家提供205万元的全新险种，将车主和租客的风险降至最低，保障出租双方利益。根据资料显示，本轮投资方上海国际集团为市属国有独资企业，业务领域涵盖资本运营、投资管理、金融要素市场三大板块，其投资企业包括浦发银行、上海信托、国泰君安、上海证券、上投摩根、上港集团等。国和投资由上海国际集团于2009年联合浦东陆家嘴集团、通联支付发起设立，旗下管理着多支基金，累计基金管理规模超过人民币100亿元。目前国和一期服务业基金在金融服务、医疗健康、企业服务、文化传媒、消费升级领域涉及。已投资的案例包括：国泰君安、兴业银行、通联支付、德邦物流、幸福蓝海、华大医学、云南创新、诚迈科技等。融资方面，凹凸租车在2014年5月上线当月，获得策源创投领投、真格基金跟投的千万级人民币天使轮投资；2014年10月完成由经纬中国领投、策源创投跟投的千万美元A轮融资；2015年11月，获得中国太平洋保险、中信建投、常春藤资本、赫斯特资本、经纬中国以及策源创投的3亿人民币B轮融资；2016年6月，获得熊猫资本、京东金融、彬复资本等过亿元B+轮融资；2017年2月，完成近4亿人民币C轮融资，投资方包括太平洋保险、信中利资本、杭州金投、中信建投、经纬中国、赫斯特资本、光大常春藤等。
45,今天，P2P租车平台“凹凸租车”宣布完成过亿元B+轮融资，熊猫资本领投，还有几家未透露机构跟投。此前，凹凸租车在去年11月份曾获太保、中信建投等投资机构3亿元的B轮融资。凹凸租车成立于2014年5月，张文剑告诉36氪，目前凹凸租车已有注册用户300万，注册车辆10万辆，车型超过1万款，业务覆盖北京、上海、广州、深圳、南京，杭州等14个城市。平台上40%是3年以内的新车，车型全覆盖，包括经济紧凑型车、商务车、个性车、豪华车，价格从几万至500万。从车辆需求分布看，自驾游占50%，试驾体验占20%，市内代步占20%。具体来说，凹凸租车在常规车款之外较为强调个性车和豪华车，平台上车型包括法拉利F430、保时捷Panamera、保时捷911、特斯拉Model S、宝马Z4、奥迪TT、奔驰CLK、雪佛兰科迈罗等，同时10万以上的车型强调较高性价比。服务方面，凹凸租车于去年7月1日开始在北上广深、南京、杭州、6个城市推出了24小时全城取还车业务，覆盖平台所有车型，用户下单后，凹凸租车的车管家将代替租客前往约定的地点取车并提供送车上门服务，车辆使用完毕后车管家会再将车交还车主。此外，凹凸租车还有“24*7”客户支持和道路援助通道、“凹凸Club”会员俱乐部、定期邀请用户参与“租车体验分享会”等。此外，凹凸租车为车主和租客建立了安全保障的信息平台，通过在车内安装智能车载硬件“AT-box”，车主可以实时查看车辆情况，包括GPS定位、油耗、里程数等信息。“AT-box”还具有远程解锁功能，经过凹凸租车和车主授权的租客可以直接通过手机应用代码开锁，车主和租客无须见面就可交车。同时，凹凸租车还拥有完备高效的认证系统，通过OCR技术可实现秒级认证注册。发展两年来，凹凸租车也开始进行盈利模式的探索。张文剑告诉36氪，自2016年7月1日起，凹凸租车的新增订单将根据车辆等级在交易中收取7%-25%的服务费，至2016年9月30日，所有车主服务费将获得至少12%的减免，最低可免去佣金收费，部分城市还会有额外的减免政策。
46,今天，车辆P2P平台“凹凸租车”对36氪表示，凹凸租车已完成了3亿人民币B轮融资，中国太平洋保险、赫斯特资本、常春藤资本、经纬中国、策源创投等投资。赫斯特资本投资比较注重生活方式方向，1995年投资了网页浏览器网景（Netscape），此后又投资了Pandora、Buzzfeed、流利说、酷家乐等案例。此前，凹凸租车曾在去年10月份获得近千万美元A轮融资，经纬中国领投，联创策源跟投。
47,P2P租车平台“凹凸租车”获3亿元B轮融资，未来希望涉入车险等后市场领域.凹凸租车董事长张文剑告诉我，中国太平洋保险此次不仅将为凹凸租车进行资金注入，还将为后者进行资源对接以及流量导入。之前，太保为凹凸租车用户提供的是205万元责任险，此次合作达成后，太保用户出险，太保会推荐用户优先使用凹凸租车提供的代步车，另外，太保还将鼓励在保车主转换成为凹凸车主。除了资源流量对接外，此次和太保合作还将为凹凸租车带来盈利点。除了租户，凹凸租车还将面向车主卖保险。张文剑表示，凹凸租车未来还将与太保联合开发UBI车险，即车主不用再按年打包购买车险，而是按照实际使用量进行定制，出租期间的保险将由租户按天数承担。至于赫斯特资本，张文剑称在资金注入之外，赫斯特还将在媒体合作、品牌推广等方面对凹凸租金给予支持。具体而言，赫斯特旗下有《嘉人》、《名车志》、《Femina伊周》、《ELLE》等杂志，凹凸租车会在App内开辟与车相关的媒体栏目，并与上述的《名车志》等进行合作。凹凸租车成立于2014年5月，张文剑告诉36氪，目前凹凸租车注册车辆数十万，车型超过1万多款，注册用户在100万以上，日均成交量峰值数千单。张文剑称凹凸租车已占华东地区90%以上的市场份额，目前凹凸订单量有60%来自于上海，其他包括北京在内的城市的订单量则保持增长。张文剑还提到，凹凸租车已经和携程达成合作，在携程的日租包车、旅游用车之外，还开通了共享租车入口。在产品上，凹凸租车在常规车款之外较为强调个性车和豪华车，平台上车型包括法拉利F430、保时捷Panamera、保时捷911、特斯拉Model S、宝马Z4、奥迪TT、奔驰CLK、雪佛兰科迈罗等，同时10万以上的车型强调较高性价比
48,共享租车品牌凹凸租车宣布完成C+轮，由上海国际集团旗下的上海国和现代服务业股权投资管理有限公司（以下简称“国和投资”）投资，泰合担任独家财务顾问。据透露，此轮融资将主要用于产品服务升级以及城市扩张。2014年，凹凸租车将“车共享”理念引入中国，为出租双方建立了一个安全保障的信息平台，私家车主通过共享闲置车辆获取每月3000元以上的额外经济收益，租客则能以低于传统租车30%-50%的价格租到心仪车辆。目前，凹凸租车业务已覆盖北京、上海、广州、深圳、南京、杭州等40个城市，注册用户突破500万，注册车辆超过30万辆，车型逾万款。凹凸租车介绍，中国太平洋保险为凹凸租车独家提供适合共享租车模式的205万元的全新险种，这是目前行业最高保额度的全方位责任险，将车主和租客的风险降至最低，保障出租双方利益。融资方面，2014年5月上线当月，凹凸租车即获策源创投领投、真格基金跟投的千万级人民币天使轮投资；2014年10月完成由中国领投、策源创投跟投的千万美元A轮融资；2015年11月，获得中国太平洋保险、中信建投、常春藤资本、赫斯特资本、经纬中国以及策源创投的3亿人民币B轮融资；2016年6月，获得熊猫资本、、彬复资本等过亿元B+轮融资；2017年2月，完成近4亿人民币C轮融资，投资方包括太平洋保险、信中利资本、杭州金投、中信建投、经纬中国、赫斯特资本、光大常春藤等。
49,“凹凸租车”获过亿元B+轮融资 熊猫资本领投.投资界消息，近日P2P租车平台“凹凸租车”完成过亿元B+轮融资，熊猫资本领投，太平洋保险、中信建投等跟投。凹凸共享租车创始人兼董事长张文剑表示，本次资金用途主要还是用于用户体验和未来整体战略布局，包括扩大市场规模。凹凸租车成立于2014年5月，目前凹凸租车已有注册用户300万，注册车辆10万辆，车型超过1万款，业务覆盖北京、上海、广州、深圳、南京，杭州等14个城市。平台上40%是3年以内的新车，车型全覆盖，包括经济紧凑型车、商务车、个性车、豪华车，价格从几万至500万。从车辆需求分布看，自驾游占50%，试驾体验占20%，市内代步占20%。
50,腾讯创业讯 2月23日，共享租车品牌“凹凸租车”宣布完成近4亿人民币C轮融资，投资方包括太平洋保险、信中利资本、杭州金投、中信建投、经纬中国、赫斯特资本、光大常春藤等。据凹凸租车透露，此轮融资将主要用于产品服务升级以及城市扩张。根据公开资料显示，2014年5月，凹凸租车获策源创投领投、真格基金跟投的天使轮投资；2014年10月完成由经纬中国领投、策源创投跟投的千万美元A轮融资；2015年11月，获得太平洋保险、中信建投、常春藤资本、赫斯特资本、经纬中国以及策源创投的3亿人民币B轮融资；2016年6月，获得熊猫资本、京东金融、彬复资本、芝麻资本、徽瑾资本等过亿元B+轮融资。共享租车属“轻资产”模式，并不拥有实体车辆，整合和利用的是闲置的私家车资源。作为最彻底贯彻共享经济精神的汽车共享模式，共享租车在不增加城市基础运力负荷的前提下，通过提高车辆的使用效率，增加汽车运力供给，减少交通拥堵。据凹凸租车官方网站显示，凹凸租车率先将“车共享”理念带入中国。平台凭借优质的服务让车主安心将自己的闲置车辆通过平台租给他人使用；租客拥有更为丰富的车型选择，并且能够使用车况更好的车辆。平均租金低于市场价30%-50%，车型数量远远大于传统市场。在凹凸租车的平台上，车主和租客不仅是承租双方的交易关系，双方将诚实互信。目前，凹凸租车已覆盖北京、上海、广州、深圳、南京、杭州等25个城市，今年上半年将覆盖至全国40个城市，下半年将拓展至近百个城市。而目前，凹凸租车在部分城市已经实现盈利，业务量已接近该城市整体租车市场的20%。据凹凸租车官方披露，凹凸租车目前注册用户已突破500万，注册车辆超过20万辆。凹凸租车平均每辆车月度交易频次达到4次，平均客单价超过800元，车辆的月均收入达到3200元以上。在商业模式上，平台从交易中收取15%－25%的服务费。
51,日前，共享租车领导品牌凹凸租车在京东私募股权融资平台东家上线，融资目标2500万元，上线后3分钟即超募。截至目前，该项目募资已超9000万元，共享经济模式受热捧。同时，凹凸租车成为京东东家上线以来募资额最高的一个项目，也刷新了国内股权众筹行业融资最高纪录。据了解，凹凸租车于2014年5月上线，荣获“2015上海十大互联网创业新锐奖”，被列入上海互联网创新标杆企业。平台鼓励车主将个人闲置的私家车资源通过平台共享出来，有需求的租客可从平台上租到相对于传统租车价格更低、车型更丰富的身边的车辆。目前，平台业务已覆盖北京、上海、广州、深圳、南京、杭州等14个城市。对于为何选择京东东家？凹凸租车相关负责人表示，京东东家作为股权众筹行业的领先者，拥有强大的资源优势，在项目数量、融资成功率、总融资额方面都位居市场前列。此外，在合作过程中，京东东家不仅帮助融资，还帮助筹智、筹资源。另据了解，凹凸租车本轮的领投机构为彬复资本，投资额度1500万元。在本轮融资前，凹凸租车已成功完成A轮、B轮融资，每轮融资均有业内大咖参与。平台上线当月即获策源创投领投、真格基金跟投的天使轮投资。2014年10月，完成千万美元A轮融资，由经纬中国领投，策源创投跟投。2015年11月，完成3亿元人民币B轮融资，投资方包括中国太平洋保险、中信建投、赫斯特资本、常春藤资本、经纬中国以及策源创投等。此次，参与凹凸租车股权众筹的机构投资者还包括芝麻资本和徽瑾创投。


